id,subject,body,label
11356,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11357,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11358,Agradecimento,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11359,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11360,Convite para confraternização,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11361,Pedido de alteração cadastral,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11362,Reconhecimento de esforço,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11363,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11364,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11365,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11366,Convite para confraternização,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11367,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11368,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11369,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11370,Felicitações,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11371,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11372,Boas festas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11373,Atualização de contrato,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11374,Mensagem motivacional,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11375,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11376,Mensagem motivacional,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11377,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11378,Convite para confraternização,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11379,Ticket pendente,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11380,Elogio ao time,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11381,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11382,Reconhecimento de esforço,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11383,Ticket pendente,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11384,Elogio ao time,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11385,Erro no sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11386,Convite para confraternização,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11387,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11388,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11389,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11390,Reconhecimento de esforço,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11391,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11392,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11393,Erro no sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11394,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11395,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11396,Parabéns pelo trabalho,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11397,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11398,Reconhecimento de esforço,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11399,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11400,Parabéns pelo trabalho,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11401,Confirmação de entrega de projeto,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11402,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11403,Solicitação de relatório,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11404,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11405,Solicitação de relatório,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11406,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11407,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11408,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11409,Solicitação de relatório,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11410,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11411,Ticket pendente,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11412,Felicitações,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11413,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11414,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11415,Problema de acesso,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11416,Agradecimento,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11417,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11418,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11419,Solicitação de relatório,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11420,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11421,Confirmação de entrega de projeto,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11422,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11423,Solicitação de relatório,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11424,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11425,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11426,Reconhecimento de esforço,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11427,Erro no sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11428,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11429,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11430,Elogio ao time,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11431,Confirmação de entrega de projeto,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11432,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11433,Erro no sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11434,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11435,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11436,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11437,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11438,Mensagem motivacional,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11439,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11440,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11441,Confirmação de entrega de projeto,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11442,Convite para confraternização,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11443,Confirmação de entrega de projeto,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11444,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11445,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11446,Felicitações,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11447,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11448,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11449,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11450,Mensagem de boas-vindas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11451,Dúvida sobre o sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11452,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11453,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11454,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11455,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11456,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11457,Atualização de contrato,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11458,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11459,Pedido de alteração cadastral,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11460,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11461,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11462,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11463,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11464,Parabéns pelo trabalho,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11465,Dúvida sobre o sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11466,Parabéns pelo trabalho,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11467,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11468,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11469,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11470,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11471,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11472,Desejo de sucesso,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11473,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11474,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11475,Confirmação de entrega de projeto,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11476,Boas festas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11477,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11478,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11479,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11480,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11481,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11482,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11483,Erro no sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11484,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11485,Dúvida sobre o sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11486,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11487,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11488,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11489,Atualização de contrato,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11490,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11491,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11492,Elogio ao time,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11493,Ticket pendente,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11494,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11495,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11496,Parabéns pelo trabalho,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11497,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11498,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11499,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11500,Mensagem de boas-vindas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11501,Solicitação de relatório,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11502,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11503,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11504,Mensagem motivacional,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11505,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11506,Boas festas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11507,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11508,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11509,Dúvida sobre o sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11510,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11511,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11512,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11513,Dúvida sobre o sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11514,Reconhecimento de esforço,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11515,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11516,Agradecimento,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11517,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11518,Mensagem motivacional,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11519,Agendamento de reunião técnica,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11520,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11521,Pedido de alteração cadastral,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11522,Agradecimento,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11523,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11524,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11525,Erro no sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11526,Agradecimento,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11527,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11528,Felicitações,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11529,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11530,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11531,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11532,Mensagem motivacional,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11533,Solicitação de suporte,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11534,Mensagem de boas-vindas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11535,Ticket pendente,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11536,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11537,Pedido de alteração cadastral,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11538,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11539,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11540,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11541,Atualização de contrato,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11542,Agradecimento,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11543,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11544,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11545,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11546,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11547,Pedido de alteração cadastral,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11548,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11549,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11550,Elogio ao time,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11551,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11552,Mensagem motivacional,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11553,Dúvida sobre o sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11554,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11555,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11556,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11557,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11558,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11559,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11560,Mensagem motivacional,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11561,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11562,Mensagem de boas-vindas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11563,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11564,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11565,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11566,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11567,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11568,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11569,Problema de acesso,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11570,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11571,Solicitação de relatório,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11572,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11573,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11574,Felicitações,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11575,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11576,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11577,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11578,Felicitações,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11579,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11580,Convite para confraternização,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11581,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11582,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11583,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11584,Boas festas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11585,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11586,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11587,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11588,Reconhecimento de esforço,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11589,Ticket pendente,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11590,Parabéns pelo trabalho,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11591,Ticket pendente,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11592,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11593,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11594,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11595,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11596,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11597,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11598,Reconhecimento de esforço,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11599,Agendamento de reunião técnica,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11600,Felicitações,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11601,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11602,Parabéns pelo trabalho,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11603,Atualização de contrato,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11604,Parabéns pelo trabalho,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11605,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11606,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11607,Solicitação de suporte,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11608,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11609,Dúvida sobre o sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11610,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11611,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11612,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11613,Solicitação de suporte,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11614,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11615,Confirmação de entrega de projeto,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11616,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11617,Erro no sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11618,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11619,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11620,Parabéns pelo trabalho,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11621,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11622,Boas festas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11623,Pedido de alteração cadastral,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11624,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11625,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11626,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11627,Atualização de contrato,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11628,Mensagem de boas-vindas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11629,Agendamento de reunião técnica,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11630,Felicitações,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11631,Agendamento de reunião técnica,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11632,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11633,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11634,Mensagem motivacional,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11635,Solicitação de relatório,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11636,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11637,Atualização de contrato,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11638,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
